Transect	ID	RUST	FLUSH	SET
Chilcotin	201	0.126723695334228	1.10575520208512	19.2691597831102
Chilcotin	202	0.0494136425156192	-2.80046269034997	6.53768353942482
Chilcotin	204	0.126723695334228	-2.73983355916931	2.51513834877458
Chilcotin	205	0.0176464836134306	-1.76056614808543	-1.0323560069858
Chilcotin	206	-0.243826381057425	-0.773553046484382	-6.59669786989917
Chilcotin	207	0.250240387464779	0.0691386018091661	8.98160276202693
Chilcotin	208	0.250240387464779	-1.76056614808543	6.87716485937857
Chilcotin	209	0.158569523472336	4.09876069056725	2.29796856832551
Chilcotin	210	0.00320700320367713	-2.17803912697363	9.86339336383402
Chilcotin	211	0.250240387464779	-3.58252520746286	9.86339336383402
Chilcotin	212	0.126723695334228	-8.07688066502842	6.92409135781023
Chilcotin	213	0.250240387464779	-2.45893634307146	6.92409135781023
Chilcotin	214	-0.123276556245474	-0.374752449978419	-3.6712370266057
Chilcotin	215	0.00320700320367713	-2.93243151581595	4.37942142789507
Chilcotin	216	0.126723695334228	0.0691386018091661	30.7324376066029
Chilcotin	217	0.250240387464779	-0.492655830386532	24.559903393953
Chilcotin	218	0.126723695334228	-3.58252520746286	25.1477637951577
Chilcotin	219	0.0176464836134306	-2.45893634307146	17.7007197291404
Chilcotin	220	0.00320700320367713	-2.73983355916931	23.0902523909411
Chilcotin	221	0.126723695334228	1.75452189839625	16.3298577770864
Chilcotin	222	-0.200665278300002	2.40958939528167	-4.5391864656825
Chilcotin	223	-0.120309688926874	-2.73983355916931	7.80588195961742
Chilcotin	224	-0.123276556245474	15.0361707893855	7.29345543129246
Chilcotin	225	-0.0597422384410969	2.40958939528167	13.6914325139216
Chilcotin	227	0.190336682374524	-0.773553046484382	12.7820421181336
Chilcotin	228	0.126723695334228	-1.89714191087578	14.8602067740745
Chilcotin	229	0.00320700320367713	-1.62859732261944	1.04909685258376
Chilcotin	230	0.0738015163096218	0.690718453904112	-2.376462853871
Chilcotin	231	0.126723695334228	-1.33534747868008	-9.24206967532057
Chilcotin	232	0.126723695334228	0.63093303400485	-4.83311666628489
Chilcotin	233	0.158569523472336	0.97378637661914	-0.199774863157984
Chilcotin	234	0.00320700320367713	2.03541911449411	-1.30595425905633
Chilcotin	235	-0.0597422384410969	0.907281539253287	-3.37648093454893
Chilcotin	236	-0.120309688926874	-2.17803912697363	15.7419973758816
Chilcotin	237	0.081180801417808	-4.23098102185803	-3.37648093454893
Chilcotin	238	-0.367343073187976	-1.76056614808543	-11.0233297329198
Chilcotin	240	0.00320700320367713	-2.17803912697363	19.5630899837125
Chilcotin	241	0.081180801417808	-4.23098102185803	-2.12760921880715
Chilcotin	243	0.00320700320367713	-3.58252520746286	3.39692895058167
Chilcotin	244	-0.0597422384410969	3.43990519498336	-5.12704686688727
Chilcotin	245	-0.123276556245474	-3.71367509430297	-16.0188165958868
Chilcotin	246	0.00320700320367713	-4.70611407185426	-2.77560526206826
Chilcotin	247	-0.120309688926874	-4.14431963965856	-19.8235568970062
Chilcotin	248	-0.482511358017812	-3.449737443371	-8.37196779751585
Chilcotin	249	0.0738015163096218	-0.591315535327593	-7.36873103249571
Chilcotin	250	0.0494136425156192	-3.9723280580805	-14.5005427162453
Chilcotin	251	0.158569523472336	-1.33534747868008	-27.4657421126681
Chilcotin	254	-0.508402249868784	8.52756919771184	-29.2633056451718
Chilcotin	255	0.126723695334228	-2.17803912697363	-20.411417298211
Chilcotin	256	0.126723695334228	0.324511623598103	-6.30276766929678
Chilcotin	257	-0.0902385480820011	-0.591315535327593	-7.36873103249571
Chilcotin	258	0.081180801417808	7.37246622035323	8.69594565095464
Chilcotin	259	-0.120309688926874	-4.70611407185426	-17.1781850915848
Chilcotin	260	-0.405122635963284	-3.02073077526716	-23.3507193042348
Chilcotin	261	-0.200665278300002	1.23772402755111	-9.2045489413437
Chilcotin	262	-0.120309688926874	9.88151946387524	3.13054971215333
Chilcotin	263	-0.120309688926874	0.911830250102714	-11.0056508789348
Chilcotin	265	-0.120309688926874	-5.54880572014779	-27.4657421126681
Chilcotin	266	0.110779762003664	-6.78492239613694	-20.7875850676048
Chilcotin	267	-0.545380495562827	-2.54180972657245	-13.5210731644033
Chilcotin	268	0.0738015163096218	-5.07843449763856	-18.7796297264951
Chilcotin	269	0.126723695334228	-1.62859732261944	-8.03248647756217
Chilcotin	271	0.0738015163096218	12.0431653009034	-19.4928108948701
Crowsnest	301	-0.614376457449079	1.19272746620055	40.4321342264814
Crowsnest	302	-0.264199596104379	-0.588700780354895	26.0265311674186
Crowsnest	303	-0.73789314957963	-0.492655830386532	36.5106047172267
Crowsnest	304	-0.614376457449079	-3.58252520746286	40.4321342264814
Crowsnest	307	-0.243826381057425	-0.847353744132421	25.7356241963625
Crowsnest	308	-0.367343073187976	-2.73983355916931	14.5662765734721
Crowsnest	309	0.222103841276713	0.456480449064088	14.9403042296633
Crowsnest	310	0.00320700320367713	0.0691386018091661	19.2691597831102
Crowsnest	311	0.00320700320367713	10.4623355974295	27.2052751993744
Crowsnest	312	0.126723695334228	-1.89714191087578	18.6812993819054
Crowsnest	313	0.126723695334228	-4.70611407185426	33.3778094120243
Crowsnest	314	-0.0597422384410969	-1.88725028639697	27.1271413775328
Crowsnest	315	0.126723695334228	-5.82970293624564	31.6142282084101
Crowsnest	316	0.126723695334228	-2.17803912697363	30.1445772053982
Crowsnest	317	0.00320700320367713	10.7432328135274	14.9403042296633
Crowsnest	318	0.126723695334228	5.12528849157044	29.5567168041934
Crowsnest	319	0.0176464836134306	13.083061843168	20.4453345341278
Crowsnest	320	0.126723695334228	8.77695230084247	33.3778094120244
Crowsnest	322	-0.243826381057425	3.15900797888551	27.7685027070344
Crowsnest	323	-0.120309688926874	0.350035817907015	32.2020886096148
Crowsnest	324	0.126723695334228	21.6982242413435	10.7451839656411
Crowsnest	325	-0.0915093973432856	0.324511623598103	22.7730158440675
Crowsnest	326	0.126723695334228	5.96798013986399	29.8506470047958
Crowsnest	327	0.250240387464779	-0.492655830386532	27.7931356005791
Crowsnest	328	-0.243826381057425	7.74632561922482	7.51195175901497
Crowsnest	329	0.081180801417808	8.26891623393431	27.8453119589947
Crowsnest	330	-0.120309688926874	-0.492655830386532	31.9081584090124
Crowsnest	331	0.126723695334228	2.03541911449411	26.6174147981696
Crowsnest	332	-0.367343073187976	8.49605508474462	20.4448805855197
Crowsnest	333	-0.367343073187976	-0.492655830386532	32.2020886096148
Crowsnest	334	-0.243826381057425	-0.211758614288683	25.1477637951577
Crowsnest	335	-0.120309688926874	5.40618570766829	33.3778094120243
Crowsnest	336	-0.490859765318527	5.40618570766829	26.6174147981696
Crowsnest	337	-0.243826381057425	4.84439127547259	20.4448805855197
Crowsnest	339	0.126723695334228	4.00169962717906	16.035927576484
Crowsnest	340	-0.120309688926874	-0.492655830386532	32.2020886096148
Crowsnest	341	0.00320700320367713	-2.73983355916931	23.9720429927482
Crowsnest	342	0.126723695334228	-1.33534747868008	23.9720429927482
Crowsnest	343	0.00320700320367713	-1.33534747868008	29.262786603591
Crowsnest	344	0.126723695334228	2.03541911449411	23.0902523909411
Crowsnest	346	-0.243826381057425	1.49637699132866	32.2020886096148
Crowsnest	347	0.00320700320367713	9.05784951694031	21.6206013879292
Crowsnest	348	0.126723695334228	8.77695230084247	16.035927576484
Crowsnest	350	0.126723695334228	4.56349405937474	25.4416939957601
Crowsnest	351	0.00320700320367713	-0.492655830386532	17.5055785794959
Crowsnest	352	-0.120309688926874	4.56349405937476	19.2691597831102
Crowsnest	353	0.00320700320367713	7.37246622035323	15.4480671752792
Crowsnest	354	0.126723695334228	19.4510465125607	27.7931356005791
Crowsnest	355	0.250240387464779	4.56349405937476	18.387369181303
Crowsnest	356	0.250240387464779	9.90054116523386	16.9177181782911
Crowsnest	357	0.00320700320367713	1.19272746620055	3.98478935178641
Crowsnest	358	0.126723695334228	0.0691386018091661	32.2020886096148
Crowsnest	359	0.126723695334228	14.6757938388973	17.7995087800983
Crowsnest	360	0.126723695334228	10.7432328135274	26.0295543969649
Crowsnest	361	0.126723695334228	17.7656632159736	28.3809960017839
Crowsnest	362	0.126723695334228	8.77695230084247	27.2052751993744
Crowsnest	363	0.126723695334228	-3.02073077526716	21.9145315885316
Crowsnest	364	0.081180801417808	-4.23098102185803	14.5240136577494
Crowsnest	365	0.00320700320367713	-1.49662849715346	20.1509503849173
Crowsnest	366	0.00320700320367713	-0.211758614288683	18.387369181303
Crowsnest	368	0.250240387464779	-0.979322569598406	20.1984631606238
Crowsnest	369	-0.123276556245474	-0.588700780354895	26.8591123112464
Crowsnest	371	0.250240387464779	2.59721354668981	13.0966255704602
Crowsnest	372	0.250240387464779	2.31631633059196	6.33623095660546
Crowsnest	375	0.0176464836134306	0.0691386018091661	8.54232714703421
Crowsnest	376	0.126723695334228	-2.45893634307146	16.9177181782911
Crowsnest	377	0.126723695334228	2.03541911449411	14.2723463728697
Crowsnest	378	-0.120309688926874	0.324511623598103	-13.3570924837539
Crowsnest	379	0.0738015163096218	-0.591315535327593	7.60807350337847
Crowsnest	380	0.126723695334228	11.3050272457231	17.7007197291404
Crowsnest	382	0.00320700320367713	4.00169962717904	11.4563611504316
Crowsnest	383	0.250240387464779	-0.211758614288683	-3.36346566327306
Crowsnest	384	0.250240387464779	13.8331021906037	8.68767256142451
Crowsnest	385	0.250240387464779	9.90054116523386	0.457626944557886
Crowsnest	386	0.190336682374524	5.79321667300727	16.9449478372727
Crowsnest	387	0.190336682374524	9.69943456544237	13.1983326900474
Crowsnest	388	-0.243826381057425	-1.33534747868008	-8.94187687335021
Crowsnest	389	0.250240387464779	13.271307758408	12.2148349686531
Crowsnest	390	0.250240387464779	-1.33534747868008	-18.0599756933919
Crowsnest	392	-0.200665278300002	-0.773553046484382	-3.95132606447776
Crowsnest	393	0.00320700320367713	5.12528849157044	26.0295543969649
Crowsnest	397	0.250240387464779	12.7095133262123	28.0870658011815
Crowsnest	398	0.250240387464779	22.2600186735392	15.1541369746769
Cassiar	402	0.110779762003664	-4.86187141228939	-5.81078053173057
Cassiar	403	0.110779762003664	2.03541911449411	-29.2293233162823
Cassiar	404	0.00320700320367713	-6.67239458453919	-30.9929045198966
Cassiar	405	-0.490859765318527	-1.33534747868008	-29.2293233162823
Cassiar	409	0.147758007697707	-5.92543700429805	-22.1863659226353
Cassiar	410	-0.120309688926874	-8.65978952900263	-30.9929045198966
Cassiar	411	0.0494136425156192	-7.87854595051561	-29.2633056451718
Cassiar	412	0.0738015163096218	-9.96362372219915	-13.0741803794954
Cassiar	413	0.00320700320367713	-9.20046952941982	-30.9929045198966
Cassiar	414	0.190336682374524	-5.92543700429805	-29.2633056451718
Cassiar	416	-0.0902385480820011	-0.591315535327593	-13.0741803794954
Cassiar	417	-0.243826381057425	-2.54180972657245	-7.69300515760847
Cassiar	418	0.0738015163096218	-2.51436651917514	-19.4928108948701
Cassiar	419	-0.243826381057425	-5.26790850404994	-13.0631622831515
Cassiar	420	-0.264199596104379	-9.20046952941982	-23.9385797054395
Cassiar	421	0.081180801417808	-4.23098102185803	-32.5168209685229
Cassiar	422	-0.614376457449079	-5.79346817883207	-29.2293233162823
Cassiar	423	-0.0162820566939158	-7.23418901673489	-30.9929045198966
Cassiar	425	0.00320700320367713	-9.76226396161552	-29.2293233162823
Cassiar	426	0.126723695334228	-3.02073077526716	6.92409135781023
Cassiar	427	0.0738015163096218	-6.39149736844134	-26.0097903218207
Cassiar	428	0.250240387464779	-9.20046952941982	-6.30276766929681
Cassiar	429	-0.341588318158907	7.48767265544728	-28.3539152493838
Cassiar	430	0.250240387464779	-2.17803912697363	2.80906854937697
Cassiar	431	-0.0532603023879585	-2.29780343382597	-25.0666720778545
Cassiar	432	0.0494136425156192	-1.62859732261944	-29.2633056451718
Cassiar	433	0.126723695334228	-4.42521685575641	-25.1143005078491
Cassiar	434	0.0494136425156192	-1.76056614808543	-26.0097903218207
Cassiar	435	-0.243826381057425	-3.58252520746286	-29.2293233162823
Cassiar	436	-0.243826381057425	-1.61624469477793	-30.9929045198966
Cassiar	438	0.126723695334228	-0.773553046484382	2.51513834877458
Cassiar	439	0.190336682374524	0.324511623598103	-6.36732418990653
Cassiar	440	0.250240387464779	-2.27787207564048	-13.9449528849586
Cassiar	442	0.158569523472336	-0.588700780354895	-19.765431743112
Cassiar	443	0.250240387464779	-1.33534747868008	-4.53918646568257
Cassiar	444	0.222103841276713	0.0658586598205854	5.36562107564333
Cassiar	446	0.250240387464779	-4.14431963965856	-18.9328505992841
Cassiar	447	0.250240387464779	0.0691386018091661	-6.0088374686944
